公司名称,公司地址,薪资水平,职位信息
西安天和防务技术股份有限公司,西安,8000-12000元/月,其他
广州中软职业技能培训有限公司西安分公司,西安,4001-6000元/月,算法工程师
北京智慧眼科技股份有限公司湖南分公司 ,北京,20001-30000元/月,算法工程师
笨鸟社交 ,深圳,20000-40000元/月,算法工程师
深圳市都市交通规划设计研究院有限公司 ,深圳,20001-30000元/月,算法工程师
湖南华诺星空电子技术有限公司 ,长沙,7000-14000元/月,算法工程师
北京度量科技有限公司 ,北京,7000-12000元/月,算法工程师
天津正丽科技有限公司 ,上海,6001-8000元/月,算法工程师
上海开奈电子通讯有限公司 ,上海,10001-15000元/月,算法工程师
北京经纬恒润科技有限公司海淀分公司 ,北京,10001-15000元/月,算法工程师
凡盛融资租赁(上海)有限公司 ,上海,15000-25000元/月,高级软件工程师
广州欢网科技有限责任公司北京分公司 ,北京,15001-20000元/月,算法工程师
广州赛意信息科技股份有限公司 ,佛山,15001-20000元/月,算法工程师
阿里巴巴集团 ,北京,面议,其他
宁波市科技园区明天医网科技有限公司 ,杭州,10001-15000元/月,高级软件工程师
北京柏惠维康科技有限公司 ,北京,12000-20000元/月,算法工程师
极限元(北京)智能科技股份有限公司 ,北京,15000-30000元/月,算法工程师
科大讯飞股份有限公司,合肥,8000-15000元/月,嵌入式软件开发
天津正丽科技有限公司 ,上海,15001-20000元/月,算法工程师
南京烽火星空通信发展有限公司 ,南京,20000-30000元/月,高级软件工程师
广州尚医网信息技术有限公司 ,广州,12000-20000元/月,算法工程师
阿里巴巴集团 ,杭州,面议,其他
阿里巴巴集团 ,北京,面议,其他
长沙市迪曼森信息科技有限公司 ,深圳,7000-13000元/月,安全管理
成都爱科特科技发展有限公司 ,成都,8000-16000元/月,无线/射频通信工程师
武汉倍特威视系统有限公司 ,武汉,8001-10000元/月,算法工程师
恒润科技 ,北京,10000-15000元/月,需求工程师
京东商城总部技术 ,北京,面议,算法工程师
北京柏惠维康科技有限公司 ,北京,15001-20000元/月,算法工程师
北京布科思科技有限公司 ,北京,10000-20000元/月,算法工程师
陕西见著科技有限公司 ,西安,10000-20000元/月,算法工程师
北方大贤风电科技（北京）有限公司 ,北京,8001-10000元/月,高级软件工程师
北京睿思奥图智能科技有限公司 ,北京,15000-25000元/月,算法工程师
广州麦仑信息科技有限公司 ,广州,10000-20000元/月,算法工程师
上海赤犬投资管理有限公司 ,北京,40000-65000元/月,算法工程师
上海摩象网络科技有限公司 ,北京,15000-25000元/月,算法工程师
爱乔(上海)医疗科技有限公司 ,上海,10001-15000元/月,算法工程师
深圳市赛为智能股份有限公司 ,深圳,15000-25000元/月,算法工程师
北京松鼠山科技有限公司 ,北京,20001-30000元/月,算法工程师
上海泽泉科技股份有限公司 ,上海,6001-8000元/月,语音/视频/图形开发
洛阳云播网络科技有限公司 ,武汉,15000-25000元/月,算法工程师
芋头科技(杭州)有限公司 ,北京,25000-50000元/月,算法工程师
深圳光启高等理工研究院 ,成都,10000-20000元/月,算法工程师
湖南华诺科技有限公司 ,上海,15001-20000元/月,算法工程师
中联重科股份有限公司,上海,25000-50000元/月,算法工程师
深圳市今天国际物流技术股份有限公司 ,深圳,20000-40000元/月,软件工程师
合肥凯捷技术有限公司,上海,13000-20000元/月,算法工程师
常州市新瑞得仪器有限公司 ,常州,10001-15000元/月,算法工程师
征图新视(江苏)科技有限公司 ,常州,15001-20000元/月,软件研发工程师
摩佰尔(天津)电子科技有限公司,天津,15000-18000元/月,其他
深圳市致远科技有限公司 ,深圳,20000-40000元/月,软件研发工程师
库曼机器人(武汉)有限公司 ,武汉,8000-16000元/月,算法工程师
东莞丰泰制衣有限公司 ,东莞,15001-20000元/月,系统工程师
西安甄一创展网络科技有限公司 ,西安,20001-30000元/月,算法工程师
深圳市佳运通电子有限公司 ,深圳,15001-20000元/月,算法工程师
深圳市科曼医疗设备有限公司 ,深圳,10000-15000元/月,医疗器械研发
浙江中控太阳能技术有限公司 ,杭州,8000-15000元/月,算法工程师
先花信息技术(北京)有限公司 ,北京,15000-30000元/月,算法工程师
深圳芯启航科技有限公司 ,深圳,10000-18000元/月,算法工程师
合肥凌翔信息科技有限公司 ,合肥,10000-12000元/月,算法工程师
湖南优象科技有限公司 ,长沙,8000-12000元/月,算法工程师
北京法宣在线科技有限公司 ,北京,20001-30000元/月,高级软件工程师
北京小鸟看看科技有限公司 ,北京,20000-40000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15001-20000元/月,算法工程师
广州羚云信息科技有限公司 ,广州,15000-25000元/月,软件研发工程师
广州脑动网络科技有限公司 ,广州,10000-20000元/月,算法工程师
北京热刺激光技术有限责任公司 ,北京,10001-15000元/月,算法工程师
北京和气聚力教育科技有限公司 ,北京,10000-15000元/月,算法工程师
同盾科技有限公司,上海,18000-36000元/月,高级软件工程师
上海得见计算机科技有限公司武汉分公司 ,武汉,10001-15000元/月,算法工程师
成都理想境界科技有限公司 ,成都,15000-30000元/月,算法工程师
上海星红桉数据科技有限公司 ,北京,20000-30000元/月,算法工程师
深圳一电科技有限公司,深圳,15000-30000元/月,算法工程师
成都费恩格尔微电子技术有限公司 ,成都,8000-16000元/月,其他
北京泊松技术有限公司 ,北京,10001-15000元/月,高级软件工程师
北京安易康科技有限公司西安研发中心,西安,6001-8000元/月,算法工程师
安徽继远软件有限公司 ,合肥,8001-10000元/月,算法工程师
深圳市镭神智能系统有限公司 ,深圳,10000-16000元/月,算法工程师
杭州易辰企业管理咨询有限公司 ,杭州,8000-15000元/月,算法工程师
南京速印通印务中心,南京,15000-30000元/月,算法工程师
武汉湾流科技股份有限公司 ,武汉,10001-15000元/月,软件工程师
上海怡瑞投资管理咨询有限公司 ,上海,20000-40000元/月,算法工程师
深圳鼎然信息科技有限公司 ,深圳,20001-30000元/月,算法工程师
济南数盺医疗信息技术有限公司 ,济南,5000-10000元/月,算法工程师
中航华东光电(上海)有限公司,上海,12000-18000元/月,语音/视频/图形开发
杭州智棱科技有限公司 ,杭州,10001-15000元/月,语音/视频/图形开发
同致电子科技(厦门)有限公司 ,厦门,4001-6000元/月,语音/视频/图形开发
厦门渊亭信息科技有限公司 ,厦门,8000-16000元/月,高级软件工程师
昂纳信息技术（深圳）有限公司,深圳,15000-25000元/月,算法工程师
辽宁智管科技有限公司 ,大连,6000-10000元/月,算法工程师
苏州中科天启遥感科技有限公司 ,苏州,10001-15000元/月,算法工程师
北京万佳信科技有限公司 ,武汉,10001-15000元/月,软件工程师
厦门身份宝网络科技有限公司 ,厦门,7000-14000元/月,算法工程师
合肥泰禾光电科技股份有限公司,合肥,13000-25000元/月,算法工程师
先临三维科技股份有限公司 ,杭州,12000-20000元/月,算法工程师
酷聘科技(北京)有限公司 ,成都,70001-100000元/月,算法工程师
征图三维(北京)激光技术有限公司 ,北京,10001-15000元/月,算法工程师
上海思立微电子科技有限公司 ,上海,8000-16000元/月,算法工程师
北京博睿捷程管理咨询有限责任公司 ,北京,30001-50000元/月,高级软件工程师
北京云博威盛科技有限公司 ,北京,15000-30000元/月,软件工程师
南京中卓软件有限公司 ,南京,4001-6000元/月,软件工程师
深圳市蓝海华腾技术股份有限公司 ,深圳,8000-15000元/月,算法工程师
北京兆维科技开发有限公司 ,北京,10001-15000元/月,算法工程师
中航光电科技股份有限公司,洛阳,面议,电子技术研发工程师
珠海汇金科技股份有限公司,珠海,15000-30000元/月,高级软件工程师
珠海云洲智能科技有限公司 ,深圳,12000-24000元/月,算法工程师
南京华捷艾米软件科技有限公司 ,南京,15000-30000元/月,语音/视频/图形开发
科睿驰(北京)医疗科技发展有限公司 ,深圳,10001-15000元/月,算法工程师
上海迅志图像科技有限公司 ,上海,15001-20000元/月,算法工程师
上海骄翔智能技术有限公司 ,上海,20000-30000元/月,算法工程师
成都浩海通达科技有限公司 ,成都,12000-20000元/月,算法工程师
成都安智杰科技有限公司 ,成都,8000-15000元/月,电子技术研发工程师
深圳市智搜信息技术有限公司 ,深圳,20000-30000元/月,算法工程师
南京华苏科技有限公司 ,南京,15000-30000元/月,算法工程师
贝恩讯谱光电科技(北京)股份有限公司 ,北京,10001-15000元/月,算法工程师
铂元智能科技(北京)有限公司 ,北京,10000-20000元/月,医疗器械研发
西安灵境科技有限公司,西安,10000-17000元/月,算法工程师
成都纵横自动化技术有限公司 ,成都,15000-25000元/月,算法工程师
华大基因 ,武汉,10000-18000元/月,算法工程师
北京壹永科技有限公司 ,北京,16000-30000元/月,算法工程师
浙江艾罗网络能源技术有限公司 ,杭州,15001-20000元/月,算法工程师
罗普特（厦门）科技集团有限公司 ,厦门,12000-24000元/月,软件工程师
深圳市尊视激光科技有限公司 ,深圳,10001-15000元/月,软件工程师
深圳市芊熠智能硬件有限公司 ,深圳,15000-30000元/月,算法工程师
华大基因 ,深圳,15000-30000元/月,算法工程师
陕西淘丁实业集团有限公司 ,西安,10001-15000元/月,算法工程师
上海物景智能科技有限公司 ,上海,20000-40000元/月,算法工程师
美篇 ,北京,30000-60000元/月,算法工程师
深圳市芊熠智能硬件有限公司 ,深圳,15000-30000元/月,算法工程师
中国大恒(集团)有限公司北京图像视觉技术分公司,北京,18000-25000元/月,算法工程师
上海汇聚自动化科技有限公司 ,上海,15001-20000元/月,算法工程师
武汉百络优物联科技有限公司 ,武汉,8000-15000元/月,算法工程师
珠海博杰电子股份有限公司 ,深圳,15000-25000元/月,算法工程师
上海福赛特机器人有限公司 ,上海,20001-30000元/月,算法工程师
北京星地连信息科技有限公司 ,北京,10001-15000元/月,算法工程师
魔方元科技 ,上海,12000-24000元/月,算法工程师
深圳市斯尔顿科技有限公司 ,深圳,10001-15000元/月,算法工程师
北京思诺博信息技术股份有限公司 ,上海,15000-25000元/月,算法工程师
魔方元科技 ,上海,10000-20000元/月,算法工程师
国机智能技术研究院有限公司 ,北京,10001-15000元/月,算法工程师
北京新岸线移动多媒体技术有限公司 ,北京,15000-25000元/月,通信研发工程师
深圳市深研生物科技有限公司 ,深圳,8000-16000元/月,其他
深圳市迈迪加科技发展有限公司 ,深圳,10001-15000元/月,算法工程师
深圳市新华云帆科技有限公司,深圳,20000-40000元/月,算法工程师
咏传电子科技(上海)有限公司 ,上海,15001-20000元/月,算法工程师
深圳优贤科技有限公司 ,深圳,30001-50000元/月,算法工程师
深圳鹏锐信息技术股份有限公司 ,深圳,15001-20000元/月,算法工程师
深圳市天和时代电子设备有限公司 ,深圳,15000-30000元/月,算法工程师
深圳市洲其电气自动化设备有限公司 ,深圳,5000-10000元/月,自动化工程师
因诺微科技(天津)有限公司 ,天津,40000-80000元/月,语音/视频/图形开发
杰为软件系统（深圳）有限公司 ,深圳,30000-50000元/月,算法工程师
天津海智信科技有限公司 ,北京,15000-25000元/月,无线/射频通信工程师
四川效率源信息安全技术股份有限公司 ,成都,6000-10000元/月,算法工程师
纵目科技(上海)股份有限公司 ,上海,15000-25000元/月,算法工程师
金卡智能集团股份有限公司 ,杭州,10000-20000元/月,算法工程师
北京智行者科技有限公司 ,北京,30001-50000元/月,算法工程师
北京行易道科技有限公司 ,北京,30000-50000元/月,算法工程师
苏州华兴源创科技股份有限公司 ,成都,10001-15000元/月,算法工程师
